institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
TANZANIA PUBLIC SERVICE COLLEGE - TANGA,tanzania public service tanga,,REG/BTP/049,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Tanga City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA PUBLIC SERVICE COLLEGE (TPSC) - MBEYA,tanzania public service tpsc mbeya,TPSC,REG/BTP/068,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA PUBLIC SERVICE COLLEGE (TPSC) - TABORA,tanzania public service tpsc tabora,TPSC,REG/BMG/014,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF RAIL TECHNOLOGY MOROGORO CAMPUS,tanzania rail technology morogoro campus,,REG/SAT/044,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Morogoro Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF RAIL TECHNOLOGY - TABORA,tanzania rail technology tabora,,REG/EOS/012,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,tanzania research career development tracdi dodoma,TRACDI,REG/PWF/041,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIAN TRAINING CENTRE FOR INTERNATIONAL HEALTH,tanzanian training international health,,REG/HAS/003,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Morogoro,Kilombero District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
INSTITUTE OF TAX ADMINISTRATION DAR-ES-SALAAM,tax administration dar es salaam,,REG/BMG/017,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,tengeru community development,,REG/PWF/008,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Arusha,Arumeru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TEOFILO KISANJI UNIVERSITY - MBEYA,teofilo kisanji mbeya,,TK,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TESTIMONY COLLEGE OF HEALTH AND ALLIED SCIENCES,testimony health allied sciences,,REG/HAS/150C,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ubungo Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TOP ONE COLLEGE OF HEALTH AND ALLIED SCIENCES,top one health allied sciences,,REG/HAS/184,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TOSAMAGANGA INSTITUTE OF HEALTH AND ALLIED SCIENCES,tosamaganga health allied sciences,,REG/HAS/020,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Iringa,Iringa Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TRIPLE J INSTITUTE OF SOCIAL STUDIES,triple j social studies,,REG/BTP/086,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arumeru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TRIPLE J SOUND AND MUSIC COLLEGE - MBEYA,triple j sound music mbeya,,REG/BTP/153,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUKUYU SCHOOL OF NURSING,tukuyu school nursing,,REG/HAS/021,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Rungwe District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI UNIVERSITY DAR ES SALAAM COLLEGE,tumaini dar es salaam,,TD,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI JIPYA MEDICAL TRAINING COLLEGE,tumaini jipya medical training,,REG/HAS/144,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Iringa,Mafinga Town Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI UNIVERSITY MAKUMIRA (TUMA) - ARUSHA,tumaini makumira tuma arusha,TUMA,MK,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Arusha,Arumeru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI MBEYA COLLEGE (TUMCO) - MBEYA,tumaini mbeya tumco mbeya,TUMCO,REG/BTP/165P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUSAALE BUSINESS AND PLANNING COLLEGE,tusaale business planning,,REG/BTP/084,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Iringa,Mufindi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UBUNTU INSTITUTE OF SOCIAL JUSTICE - MWANZA,ubuntu social justice mwanza,,REG/BTP/160,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Nyamagana Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UJIJI BROADCASTING ACADEMY,ujiji broadcasting academy,,REG/BTP/147,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Kigoma,Kigoma-Ujiji Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIQUE ACADEMY,unique academy,,REG/EOS/029,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNITED AFRICAN TECHNICAL COLLEGE,united african technical,,REG/SAT/065,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kigamboni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNITED TANZANIA AERONAUTICS COLLEGE - CHALINZE,united tanzania aeronautics chalinze,,REG/EOS/031P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Pwani,Bagamoyo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSAL COLLEGE OF AFRICA - DAR ES SALAAM,universal africa dar es salaam,,REG/SAT/62,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNUNIO COLLEGE OF HEALTH AND ALLIED SCIENCES - DAR-ES-SALAAM,ununio health allied sciences dar es salaam,,REG/HAS/239,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UYOLE HEALTH SCIENCES INSTITUTE,uyole health sciences,,REG/HAS/172,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VETA HOTEL AND TOURISM TRAINING INSTITUTE - VHTTI,veta hotel tourism training vhtti,,REG/BTP/001,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VETA-KIPAWA INFORMATION AND COMMUNICATION AND TECHNOLOGY (ICT) CENTRE - DAR ES SALAAM,veta kipawa information communication technology ict dar es salaam,ICT,REG/SAT/009,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VICTORIA INSTITUTE OF SCIENCE AND TECHNOLOGY,victoria science technology,,REG/HAS/277P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Zanzibar Urban/West,Magharibi District,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VICTORY HEALTH AND ALLIED SCIENCES COLLEGE,victory health allied sciences,,REG/HAS/209,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VIGNAN INSTITUTE OF SCIENCE AND TECHNOLOGY,vignan science technology,,REG/HAS/207,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VIKINDU CATHOLIC POLYTECHNIC COLLEGE,vikindu catholic polytechnic,,REG/SAT/055,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Pwani,Mkuranga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VISELE LIVE-CROP SKILLS TRAINING CENTRE,visele live crop skills training,,REG/ANE/028,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dodoma,Mpwapwa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WAPO MEDIA INSTITUTE,wapo media,,REG/BTP/151P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WATER INSTITUTE,water,,REG/EOS/007,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ubungo Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WATER INSTITUTE SINGIDA CAMPUS,water singida campus,,REG/SAT/057,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
