institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
KILENZI MEMORIAL COLLEGE OF HEALTH AND ALLIED SCIENCES,kilenzi memorial health allied sciences,,REG/HAS/229,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ubungo Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO INSTITUTE,kilimanjaro,,REG/HAS/202P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO AGRICULTURAL TRAINING CENTRE - MOSHI,kilimanjaro agricultural training moshi,,REG/SAT/001,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kilimanjaro,Moshi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO CHRISTIAN MEDICAL UNIVERSITY COLLEGE (KCMU),kilimanjaro christian medical kcmu,KCMU,KC,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,University offering NTA programmes,Kilimanjaro,Moshi Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO COLLEGE OF HEALTH AND ALLIED SCIENCES,kilimanjaro health allied sciences,,REG/HAS/070-J,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kilimanjaro,Moshi Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO INSTITUTE OF HEALTH AND ALLIED SCIENCES - DAR ES SALAAM,kilimanjaro health allied sciences dar es salaam,,REG/HAS/236,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ubungo Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO INSTITUTE OF HEALTH SCIENCES,kilimanjaro health sciences,,REG/HAS/247,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO INTERNATIONAL INSTITUTE FOR TELECOMMUNICATIONS ELECTRONICS AND COMPUTERS,kilimanjaro international telecommunications electronics computers,,REG/EOS/027,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO LOITARE COLLEGE,kilimanjaro loitare,,REG/BTP/164P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Kilimanjaro,Moshi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO SCHOOL OF PHARMACY,kilimanjaro school pharmacy,,REG/HAS/074,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kilimanjaro,Moshi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMANJARO INSTITUTE OF TECHNOLOGY AND MANAGEMENT,kilimanjaro technology management,,REG/ANE/029,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILIMATINDE INSTITUTE OF HEALTH AND ALLIED SCIENCES,kilimatinde health allied sciences,,REG/HAS/024,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Singida,Manyoni District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILOMBERO AGRICULTURAL TRAINING AND RESEARCH INSTITUTE,kilombero agricultural training research,,REG/SAT/026P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Kilombero District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KILOSA CLINICAL OFFICERS TRAINING CENTRE,kilosa clinical officers training,,REG/HAS/007,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Kilosa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KING RUMANYIKA TRAINING INSTITUTE,king rumanyika training,,REG/BTP/149P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Kagera,Bukoba Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KINGDOM COLLEGE OF HEALTH AND ALLIED SCIENCES,kingdom health allied sciences,,REG/NACTVET/0719P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Kyela District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KIOMBOI SCHOOL OF NURSING,kiomboi school nursing,,REG/HAS/091,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Singida,Iramba District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KISARE COLLEGE OF HEALTH SCIENCES,kisare health sciences,,REG/HAS/067,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Mara,Serengeti District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KISEKE TRAINNING INSTITUTE OF HEALTH AND ALLIED SCIENCES,kiseke trainning health allied sciences,,REG/HAS/220P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KISONGO TRAINING INSTITUTE,kisongo training,,REG/NACTVET/1058P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arumeru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KIUMA COLLEGE OF HEALTH AND ALLIED SCIENCES,kiuma health allied sciences,,REG/HAS/098,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Ruvuma,Tunduru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"KOLANDOTO COLLEGE OF HEALTH AND ALLIED SCIENCES, MWANZA CAMPUS",kolandoto health allied sciences mwanza campus,,REG/HAS/235,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Mwanza,Magu District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KOLANDOTO COLLEGE OF HEALTH SCIENCES,kolandoto health sciences,,REG/HAS/008,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Shinyanga,Shinyanga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KOLOWA TECHNICAL TRAINING INSTITUTION,kolowa technical training institution,,REG/HAS/249,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tanga,Lushoto District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KOMU COLLEGE OF TECHNOLOGY AND MANAGEMENT,komu technology management,,REG/SAT/048P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
KONDOA SCHOOL OF NURSING,kondoa school nursing,,REG/HAS/040,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Kondoa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LAKE INSTITUTE OF HEALTH AND ALLIED SCIENCES,lake health allied sciences,,REG/HAS/197,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LANDMARK INSTITUTE OF EDUCATION SCIENCE AND TECHNOLOGY,landmark education science technology,,REG/BTP/083,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Geita,Geita District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LAW SCHOOL OF TANZANIA,law school tanzania,,REG/BMG/040,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ubungo Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LEGACY COLLEGE OF TOURISM AND BUSINESS STUDIES,legacy tourism business studies,,REG/BTP/113P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LINDI COLLEGE OF HEALTH AND ALLIED SCIENCES,lindi health allied sciences,,REG/HAS/016N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Lindi,Lindi Municipal Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LITEMBO HEALTH TRAINING INSTITUTE,litembo health training,,REG/HAS/266,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Ruvuma,Mbinga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY BUHURI CAMPUS - TANGA,livestock training agency buhuri campus tanga,,REG/ANE/022,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Tanga City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY MABUKI CAMPUS,livestock training agency mabuki campus,,REG/SAT/027,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Misungwi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY MADABA CAMPUS,livestock training agency madaba campus,,REG/ANE/021,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY MOROGORO CAMPUS,livestock training agency morogoro campus,,REG/ANE/010,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Morogoro Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY MPWAPWA CAMPUS,livestock training agency mpwapwa campus,,REG/ANE/013,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Mpwapwa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY TEMEKE - DAR ES SALAAM CAMPUS,livestock training agency temeke dar es salaam campus,,REG/SAT/004,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LIVESTOCK TRAINING AGENCY TENGERU CAMPUS,livestock training agency tengeru campus,,REG/ANE/001,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Arusha,Arusha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LOCAL GOVERNMENT TRAINING INSTITUTE - DODOMA TOWN CENTRE,local government training dodoma town,,REG/BTP/206,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LOCAL GOVERNMENT TRAINING INSTITUTE HOMBOLO - DODOMA,local government training hombolo dodoma,,REG/BMG/020,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LOCAL GOVERNMENT TRAINING INSTITUTE - SHINYANGA CAMPUS,local government training shinyanga campus,,REG/BTP/148,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Shinyanga,Shinyanga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LUGALA COLLEGE OF HEALTH AND ALLIED SCIENCES,lugala health allied sciences,,REG/HAS/106N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Morogoro,Ulanga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LUGALO MILITARY MEDICAL SCHOOL,lugalo military medical school,,REG/HAS/061,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
LUGARAWA HEALTH TRAINING INSTITUTE (LUHETI),lugarawa health training luheti,LUHETI,REG/HAS/036,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Njombe,Ludewa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MABUGHAI COMMUNITY DEVELOPMENT TECHNICAL TRAINING INSTITUTE - LUSHOTO,mabughai community development technical training lushoto,,REG/EOS/040,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Lushoto District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MACHAME HEALTH TRAINING INSTITUTE,machame health training,,REG/HAS/087,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kilimanjaro,Hai District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MACWISH COLLEGE OF HEALTH AND ALLIED SCIENCES,macwish health allied sciences,,REG/HAS/240,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Misungwi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MAFINGA COLLEGE OF HEALTH AND ALLIED SCIENCES,mafinga health allied sciences,,REG/HAS/047N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Iringa,Mafinga Town Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MAHINYA COLLEGE OF SUSTAINABLE AGRICULTURE,mahinya sustainable agriculture,,REG/SAT/036,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Ruvuma,Namtumbo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MAKAMBAKO INSTITUTE OF HEALTH SCIENCES,makambako health sciences,,REG/HAS/127,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Njombe,Makambako Town Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MAKUMIRA TRAINING INSTITUTE (MTI),makumira training mti,MTI,REG/BTP/154,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arumeru District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MALYA COLLEGE OF SPORTS DEVELOPMENT,malya sports development,,REG/PWF/019,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Kwimba District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MAMRE AGRICULTURE AND LIVESTOCK COLLEGE,mamre agriculture livestock,,REG/SAT/011,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Njombe,Wanging'ombe District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MANYARA INSTITUTE OF HEALTH AND ALLIED SCIENCES,manyara health allied sciences,,REG/HAS/256,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Manyara,Babati Town Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MARA ZONE TRAINING COLLEGE,mara zone training,,REG/BTP/150P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mara,Musoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MARIAN UNIVERSITY COLLEGE,marian,,MAR,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,University offering NTA programmes,Pwani,Bagamoyo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
